inv_sin_01,inverse trig values radians,\(\sin^{-1}(-1)\) = {{c1::\(-\frac{\pi}{2}\)}}
inv_sin_02,inverse trig values radians,\(\sin^{-1}\left(-\frac{\sqrt3}{2}\right)\) = {{c1::\(-\frac{\pi}{3}\)}}
inv_sin_03,inverse trig values radians,\(\sin^{-1}\left(-\frac{\sqrt2}{2}\right)\) = {{c1::\(-\frac{\pi}{4}\)}}
inv_sin_04,inverse trig values radians,\(\sin^{-1}\left(-\frac{1}{2}\right)\) = {{c1::\(-\frac{\pi}{6}\)}}
inv_sin_05,inverse trig values radians,\(\sin^{-1}(0)\) = {{c1::\(0\)}}
inv_sin_06,inverse trig values radians,\(\sin^{-1}\left(\frac{1}{2}\right)\) = {{c1::\(\frac{\pi}{6}\)}}
inv_sin_07,inverse trig values radians,\(\sin^{-1}\left(\frac{\sqrt2}{2}\right)\) = {{c1::\(\frac{\pi}{4}\)}}
inv_sin_08,inverse trig values radians,\(\sin^{-1}\left(\frac{\sqrt3}{2}\right)\) = {{c1::\(\frac{\pi}{3}\)}}
inv_sin_09,inverse trig values radians,\(\sin^{-1}(1)\) = {{c1::\(\frac{\pi}{2}\)}}
inv_cos_01,inverse trig values radians,\(\cos^{-1}(-1)\) = {{c1::\(\pi\)}}
inv_cos_02,inverse trig values radians,\(\cos^{-1}\left(-\frac{\sqrt3}{2}\right)\) = {{c1::\(\frac{5\pi}{6}\)}}
inv_cos_03,inverse trig values radians,\(\cos^{-1}\left(-\frac{\sqrt2}{2}\right)\) = {{c1::\(\frac{3\pi}{4}\)}}
inv_cos_04,inverse trig values radians,\(\cos^{-1}\left(-\frac{1}{2}\right)\) = {{c1::\(\frac{2\pi}{3}\)}}
inv_cos_05,inverse trig values radians,\(\cos^{-1}(0)\) = {{c1::\(\frac{\pi}{2}\)}}
inv_cos_06,inverse trig values radians,\(\cos^{-1}\left(\frac{1}{2}\right)\) = {{c1::\(\frac{\pi}{3}\)}}
inv_cos_07,inverse trig values radians,\(\cos^{-1}\left(\frac{\sqrt2}{2}\right)\) = {{c1::\(\frac{\pi}{4}\)}}
inv_cos_08,inverse trig values radians,\(\cos^{-1}\left(\frac{\sqrt3}{2}\right)\) = {{c1::\(\frac{\pi}{6}\)}}
inv_cos_09,inverse trig values radians,\(\cos^{-1}(1)\) = {{c1::\(0\)}}
inv_tan_01,inverse trig values radians,\(\tan^{-1}(-\sqrt3)\) = {{c1::\(-\frac{\pi}{3}\)}}
inv_tan_02,inverse trig values radians,\(\tan^{-1}(-1)\) = {{c1::\(-\frac{\pi}{4}\)}}
inv_tan_03,inverse trig values radians,\(\tan^{-1}\left(-\frac{\sqrt3}{3}\right)\) = {{c1::\(-\frac{\pi}{6}\)}}
inv_tan_04,inverse trig values radians,\(\tan^{-1}(0)\) = {{c1::\(0\)}}
inv_tan_05,inverse trig values radians,\(\tan^{-1}\left(\frac{\sqrt3}{3}\right)\) = {{c1::\(\frac{\pi}{6}\)}}
inv_tan_06,inverse trig values radians,\(\tan^{-1}(1)\) = {{c1::\(\frac{\pi}{4}\)}}
inv_tan_07,inverse trig values radians,\(\tan^{-1}(\sqrt3)\) = {{c1::\(\frac{\pi}{3}\)}}
