mult_1x1,multiplication,\(1 \cdot 1\) = {{c1::\(1\)}}
mult_1x2,multiplication,\(1 \cdot 2\) = {{c1::\(2\)}}
mult_1x3,multiplication,\(1 \cdot 3\) = {{c1::\(3\)}}
mult_1x4,multiplication,\(1 \cdot 4\) = {{c1::\(4\)}}
mult_1x5,multiplication,\(1 \cdot 5\) = {{c1::\(5\)}}
mult_1x6,multiplication,\(1 \cdot 6\) = {{c1::\(6\)}}
mult_1x7,multiplication,\(1 \cdot 7\) = {{c1::\(7\)}}
mult_1x8,multiplication,\(1 \cdot 8\) = {{c1::\(8\)}}
mult_1x9,multiplication,\(1 \cdot 9\) = {{c1::\(9\)}}
mult_1x10,multiplication,\(1 \cdot 10\) = {{c1::\(10\)}}
mult_1x11,multiplication,\(1 \cdot 11\) = {{c1::\(11\)}}
mult_1x12,multiplication,\(1 \cdot 12\) = {{c1::\(12\)}}
mult_2x1,multiplication,\(2 \cdot 1\) = {{c1::\(2\)}}
mult_2x2,multiplication,\(2 \cdot 2\) = {{c1::\(4\)}}
mult_2x3,multiplication,\(2 \cdot 3\) = {{c1::\(6\)}}
mult_2x4,multiplication,\(2 \cdot 4\) = {{c1::\(8\)}}
mult_2x5,multiplication,\(2 \cdot 5\) = {{c1::\(10\)}}
mult_2x6,multiplication,\(2 \cdot 6\) = {{c1::\(12\)}}
mult_2x7,multiplication,\(2 \cdot 7\) = {{c1::\(14\)}}
mult_2x8,multiplication,\(2 \cdot 8\) = {{c1::\(16\)}}
mult_2x9,multiplication,\(2 \cdot 9\) = {{c1::\(18\)}}
mult_2x10,multiplication,\(2 \cdot 10\) = {{c1::\(20\)}}
mult_2x11,multiplication,\(2 \cdot 11\) = {{c1::\(22\)}}
mult_2x12,multiplication,\(2 \cdot 12\) = {{c1::\(24\)}}
mult_3x1,multiplication,\(3 \cdot 1\) = {{c1::\(3\)}}
mult_3x2,multiplication,\(3 \cdot 2\) = {{c1::\(6\)}}
mult_3x3,multiplication,\(3 \cdot 3\) = {{c1::\(9\)}}
mult_3x4,multiplication,\(3 \cdot 4\) = {{c1::\(12\)}}
mult_3x5,multiplication,\(3 \cdot 5\) = {{c1::\(15\)}}
mult_3x6,multiplication,\(3 \cdot 6\) = {{c1::\(18\)}}
mult_3x7,multiplication,\(3 \cdot 7\) = {{c1::\(21\)}}
mult_3x8,multiplication,\(3 \cdot 8\) = {{c1::\(24\)}}
mult_3x9,multiplication,\(3 \cdot 9\) = {{c1::\(27\)}}
mult_3x10,multiplication,\(3 \cdot 10\) = {{c1::\(30\)}}
mult_3x11,multiplication,\(3 \cdot 11\) = {{c1::\(33\)}}
mult_3x12,multiplication,\(3 \cdot 12\) = {{c1::\(36\)}}
mult_4x1,multiplication,\(4 \cdot 1\) = {{c1::\(4\)}}
mult_4x2,multiplication,\(4 \cdot 2\) = {{c1::\(8\)}}
mult_4x3,multiplication,\(4 \cdot 3\) = {{c1::\(12\)}}
mult_4x4,multiplication,\(4 \cdot 4\) = {{c1::\(16\)}}
mult_4x5,multiplication,\(4 \cdot 5\) = {{c1::\(20\)}}
mult_4x6,multiplication,\(4 \cdot 6\) = {{c1::\(24\)}}
mult_4x7,multiplication,\(4 \cdot 7\) = {{c1::\(28\)}}
mult_4x8,multiplication,\(4 \cdot 8\) = {{c1::\(32\)}}
mult_4x9,multiplication,\(4 \cdot 9\) = {{c1::\(36\)}}
mult_4x10,multiplication,\(4 \cdot 10\) = {{c1::\(40\)}}
mult_4x11,multiplication,\(4 \cdot 11\) = {{c1::\(44\)}}
mult_4x12,multiplication,\(4 \cdot 12\) = {{c1::\(48\)}}
mult_5x1,multiplication,\(5 \cdot 1\) = {{c1::\(5\)}}
mult_5x2,multiplication,\(5 \cdot 2\) = {{c1::\(10\)}}
mult_5x3,multiplication,\(5 \cdot 3\) = {{c1::\(15\)}}
mult_5x4,multiplication,\(5 \cdot 4\) = {{c1::\(20\)}}
mult_5x5,multiplication,\(5 \cdot 5\) = {{c1::\(25\)}}
mult_5x6,multiplication,\(5 \cdot 6\) = {{c1::\(30\)}}
mult_5x7,multiplication,\(5 \cdot 7\) = {{c1::\(35\)}}
mult_5x8,multiplication,\(5 \cdot 8\) = {{c1::\(40\)}}
mult_5x9,multiplication,\(5 \cdot 9\) = {{c1::\(45\)}}
mult_5x10,multiplication,\(5 \cdot 10\) = {{c1::\(50\)}}
mult_5x11,multiplication,\(5 \cdot 11\) = {{c1::\(55\)}}
mult_5x12,multiplication,\(5 \cdot 12\) = {{c1::\(60\)}}
mult_6x1,multiplication,\(6 \cdot 1\) = {{c1::\(6\)}}
