cube_2,higher powers,\(2^3\) = {{c1::\(8\)}}
cube_3,higher powers,\(3^3\) = {{c1::\(27\)}}
cube_4,higher powers,\(4^3\) = {{c1::\(64\)}}
cube_5,higher powers,\(5^3\) = {{c1::\(125\)}}
cube_6,higher powers,\(6^3\) = {{c1::\(216\)}}
cube_7,higher powers,\(7^3\) = {{c1::\(343\)}}
cube_8,higher powers,\(8^3\) = {{c1::\(512\)}}
cube_9,higher powers,\(9^3\) = {{c1::\(729\)}}
cube_10,higher powers,\(10^3\) = {{c1::\(1000\)}}
pow_2_4,higher powers,\(2^4\) = {{c1::\(16\)}}
pow_2_5,higher powers,\(2^5\) = {{c1::\(32\)}}
pow_2_10,higher powers,\(2^10\) = {{c1::\(1024\)}}
pow_3_4,higher powers,\(3^4\) = {{c1::\(81\)}}
pow_3_5,higher powers,\(3^5\) = {{c1::\(243\)}}
pow_4_4,higher powers,\(4^4\) = {{c1::\(256\)}}
pow_4_5,higher powers,\(4^5\) = {{c1::\(1024\)}}
pow_5_4,higher powers,\(5^4\) = {{c1::\(625\)}}
pow_10_4,higher powers,\(10^4\) = {{c1::\(10000\)}}
pow_10_5,higher powers,\(10^5\) = {{c1::\(100000\)}}
